type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
LOCAL,OH,MUSKINGUM,ZANESVILLE,3.15,3.15,viapath,2025-09-26
LOCAL,OR,JEFFERSON,WARM SPRINGS,3.0,3.15,viapath,2025-09-26
LOCAL,PA,PHILADELPHIA,PHILADELPHIA,0.9,0.9,viapath,2025-09-26
LOCAL,SC,,ROCK HILL,1.8,1.8,securus,2025-09-26
LOCAL,SC,ANDERSON,ANDERSON,1.35,1.35,securus,2025-09-26
LOCAL,SD,TRIPP,WINNER,3.75,3.15,reliance,2025-09-26
LOCAL,TN,,JELLICO,3.36,3.15,amtel,2025-09-26
LOCAL,TX,,DESOTO,3.15,3.15,securus,2025-09-26
LOCAL,TX,,KELLER,3.15,3.15,viapath,2025-09-26
LOCAL,TX,DALLAS,GARLAND,3.15,3.15,securus,2025-09-26
LOCAL,TX,DALLAS,GRAND PRAIRIE,1.8,1.8,securus,2025-09-26
LOCAL,TX,DALLAS,IRVING,3.15,3.15,securus,2025-09-26
LOCAL,TX,HARRIS,PASADENA,1.8,1.8,viapath,2025-09-26
LOCAL,TX,TARRANT,ARLINGTON,3.15,3.15,viapath,2025-09-26
LOCAL,VA,,MARTINSVILLE,3.15,3.15,paytel,2025-09-26
LOCAL,VA,BRISTOL,BRISTOL,3.15,3.15,securus,2025-09-26
LOCAL,VA,CHESAPEAKE (CITY),CHESAPEAKE,3.15,3.15,securus,2025-09-26
LOCAL,VA,NEWPORT NEWS,NEWPORT NEWS,3.0,3.0,securus,2025-09-26
LOCAL,WA,,ABERDEEN,1.8,1.8,securus,2025-09-26
LOCAL,WA,,ISSAQUAH,3.15,3.15,viapath,2025-09-26
LOCAL,WA,KING,KENT,3.15,3.15,securus,2025-09-26
LOCAL,WA,SNOHOMISH,LYNNWOOD,3.0,3.0,securus,2025-09-26
LOCAL,WA,SNOHOMISH,MARYSVILLE,3.15,3.15,securus,2025-09-26
