type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
LOCAL,NV,CLARK,NORTH LAS VEGAS,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,,BEDFORD,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,,LAKEWOOD,$3.15,$3.15,viapath, 10-03-23
LOCAL,OH,,MIDDLEPORT,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,,STRONGSVILLE,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,ASHTABULA,ASHTABULA,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,BROOK PARK,BROOK PARK,$3.15,$3.15,viapath, 10-03-23
LOCAL,OH,CUYAHOGA,BEDFORD HEIGHTS,$2.40,$2.40,securus, 10-03-23
LOCAL,OH,CUYAHOGA,EAST CLEVELAND,$3.15,$3.15,viapath, 10-03-23
LOCAL,OH,CUYAHOGA,MAPLE HEIGHTS,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,CUYAHOGA,NORTH ROYALTON,$3.15,$3.15,securus, 10-03-23
LOCAL,OH,CUYAHOGA,PARMA,$2.10,$2.10,securus, 10-03-23
LOCAL,OH,CUYAHOGA,SOLON,$3.15,$3.15,viapath, 10-03-23
LOCAL,OH,CUYAHOGA,WESTLAKE,$3.15,$3.15,viapath, 10-03-23
LOCAL,OH,MUSKINGUM,ZANESVILLE,$3.15,$3.15,viapath, 10-03-23
LOCAL,OK,,DELAWARE,$3.15,$3.15,securus, 10-03-23
LOCAL,OR,JEFFERSON,WARM SPRINGS,$3.00,$3.15,viapath, 10-03-23
LOCAL,PA,PHILADELPHIA,PHILADELPHIA,$1.35,$1.35,viapath, 10-03-23
LOCAL,SC,,ROCK HILL,$3.15,$3.15,securus, 10-03-23
LOCAL,SC,ANDERSON,ANDERSON,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,,DESOTO,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,,KELLER,$3.15,$3.15,viapath, 10-03-23
LOCAL,TX,,MESQUITE,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,,MIDLOTHIAN,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,,PECOS,$3.15,$3.15,viapath, 10-03-23
LOCAL,TX,DALLAS,GARLAND,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,DALLAS,GRAND PRAIRIE,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,DALLAS,IRVING,$3.15,$3.15,securus, 10-03-23
LOCAL,TX,HARRIS,PASADENA,$3.15,$3.15,viapath, 10-03-23
LOCAL,TX,TARRANT,ARLINGTON,$3.15,$3.15,viapath, 10-03-23
LOCAL,UT,SALT LAKE,SALT LAKE,$1.50,$1.50,viapath, 10-03-23
LOCAL,VA,,RICHMOND,$1.35,$1.35,viapath, 10-03-23
LOCAL,VA,,ROANOKE,$1.95,$1.95,viapath, 10-03-23
LOCAL,VA,,SALEM,$2.25,$2.25,viapath, 10-03-23
LOCAL,VA,ALEXANDRIA,ALEXANDRIA,$2.10,$2.10,securus, 10-03-23
LOCAL,VA,BRISTOL,BRISTOL,$3.15,$3.15,securus, 10-03-23
LOCAL,VA,CHESAPEAKE (CITY),CHESAPEAKE,$3.15,$3.15,securus, 10-03-23
LOCAL,VA,DANVILLE,DANVILLE,$3.15,$3.15,ics, 10-03-23
LOCAL,VA,HAMPTON,HAMPTON,$1.95,$1.95,viapath, 10-03-23
LOCAL,VA,NEWPORT NEWS,NEWPORT NEWS,$3.00,$3.00,securus, 10-03-23
LOCAL,VA,NORFOLK,NORFOLK,$2.40,$2.40,viapath, 10-03-23
LOCAL,VA,PORTSMOUTH,PORTSMOUTH,$2.25,$2.25,securus, 10-03-23
LOCAL,VA,VIRGINIA BEACH,VIRGINIA BEACH,$1.65,$1.65,viapath, 10-03-23
LOCAL,WA,,ABERDEEN,$3.15,$3.15,securus, 10-03-23
LOCAL,WA,,ISSAQUAH,$3.15,$3.15,viapath, 10-03-23
LOCAL,WA,KING,KENT,$3.15,$3.15,securus, 10-03-23
LOCAL,WA,SNOHOMISH,MARYSVILLE,$3.15,$3.15,securus, 10-03-23
