type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
LOCAL,TX,,DESOTO,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,,KELLER,$3.15,$3.15,viapath,2024-12-08
LOCAL,TX,,MESQUITE,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,,MIDLOTHIAN,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,DALLAS,GARLAND,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,DALLAS,GRAND PRAIRIE,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,DALLAS,IRVING,$3.15,$3.15,securus,2024-12-08
LOCAL,TX,HARRIS,PASADENA,$3.15,$3.15,viapath,2024-12-08
LOCAL,TX,TARRANT,ARLINGTON,$3.15,$3.15,viapath,2024-12-08
LOCAL,UT,SALT LAKE,SALT LAKE,$1.50,$1.50,viapath,2024-12-08
LOCAL,VA,,MARTINSVILLE,$3.15,$3.15,paytel,2024-12-08
LOCAL,VA,,RICHMOND,$1.35,$1.35,viapath,2024-12-08
LOCAL,VA,,ROANOKE,$1.95,$1.95,viapath,2024-12-08
LOCAL,VA,,SALEM,$2.25,$2.25,viapath,2024-12-08
LOCAL,VA,BRISTOL,BRISTOL,$3.15,$3.15,securus,2024-12-08
LOCAL,VA,CHESAPEAKE (CITY),CHESAPEAKE,$3.15,$3.15,securus,2024-12-08
LOCAL,VA,DANVILLE,DANVILLE,$3.15,$3.15,ics,2024-12-08
LOCAL,VA,HAMPTON,HAMPTON,$1.95,$1.95,viapath,2024-12-08
LOCAL,VA,NEWPORT NEWS,NEWPORT NEWS,$3.00,$3.00,securus,2024-12-08
LOCAL,VA,NORFOLK,NORFOLK,$2.33,$2.33,viapath,2024-12-08
LOCAL,VA,VIRGINIA BEACH,VIRGINIA BEACH,$1.65,$1.65,viapath,2024-12-08
LOCAL,WA,,ABERDEEN,$3.15,$3.15,securus,2024-12-08
LOCAL,WA,,ISSAQUAH,$3.15,$3.15,viapath,2024-12-08
LOCAL,WA,KING,KENT,$3.15,$3.15,securus,2024-12-08
LOCAL,WA,SNOHOMISH,LYNNWOOD,$3.00,$3.00,securus,2024-12-08
LOCAL,WA,SNOHOMISH,MARYSVILLE,$3.15,$3.15,securus,2024-12-08
