type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
LOCAL,MN,ST LOUIS,DULUTH,$3.75,$3.15,reliance, 05-14-24
LOCAL,MN,ST LOUIS,HIBBING,$3.75,$3.15,reliance, 05-14-24
LOCAL,MN,ST LOUIS,VIRGINIA,$3.75,$3.15,reliance, 05-14-24
LOCAL,MO,,ARNOLD,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,AURORA,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,BERKELEY,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,BLUE SPRINGS,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,FESTUS,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,LEE'S SUMMIT,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,MONETT,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,SCOTT CITY,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,SIKESTON,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,,ST PETERS,$3.15,$3.15,securus, 05-14-24
LOCAL,MO,ST CHARLES,ST CHARLES,$3.15,$3.15,paytel, 05-14-24
LOCAL,NM,,HOBBS,$2.25,$2.25,securus, 05-14-24
LOCAL,NM,MCKINLEY,CROWNPOINT,$2.25,$3.15,paytel, 05-14-24
LOCAL,NM,SAN JUAN,SHIPROCK,$2.25,$3.15,paytel, 05-14-24
LOCAL,NV,CARSON CITY (CITY),CARSON CITY,$3.15,$3.15,ics, 05-14-24
LOCAL,NV,CLARK,HENDERSON,$3.15,$3.15,securus, 05-14-24
LOCAL,NV,CLARK,NORTH LAS VEGAS,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,,BEDFORD,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,,LAKEWOOD,$3.15,$3.15,viapath, 05-14-24
LOCAL,OH,,MIDDLEPORT,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,,STRONGSVILLE,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,ASHTABULA,ASHTABULA,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,BROOK PARK,BROOK PARK,$3.15,$3.15,viapath, 05-14-24
LOCAL,OH,CUYAHOGA,BEDFORD HEIGHTS,$2.40,$2.40,securus, 05-14-24
LOCAL,OH,CUYAHOGA,MAPLE HEIGHTS,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,CUYAHOGA,NORTH ROYALTON,$3.15,$3.15,securus, 05-14-24
LOCAL,OH,CUYAHOGA,PARMA,$2.10,$2.10,securus, 05-14-24
LOCAL,OH,MONTGOMERY,KETTERING,$3.15,$3.15,paytel, 05-14-24
LOCAL,OH,MUSKINGUM,ZANESVILLE,$3.15,$3.15,viapath, 05-14-24
LOCAL,OK,,DELAWARE,$3.15,$3.15,securus, 05-14-24
LOCAL,OR,JEFFERSON,WARM SPRINGS,$3.00,$3.15,viapath, 05-14-24
LOCAL,PA,PHILADELPHIA,PHILADELPHIA,$1.35,$1.35,viapath, 05-14-24
LOCAL,SC,,ROCK HILL,$3.15,$3.15,securus, 05-14-24
LOCAL,SC,ANDERSON,ANDERSON,$3.15,$3.15,securus, 05-14-24
LOCAL,SD,TRIPP,WINNER,$3.75,$3.15,reliance, 05-14-24
LOCAL,TN,,JELLICO,$3.36,$3.15,amtel, 05-14-24
LOCAL,TX,,DESOTO,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,,KELLER,$3.15,$3.15,viapath, 05-14-24
LOCAL,TX,,MESQUITE,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,,MIDLOTHIAN,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,,PECOS,$3.15,$3.15,viapath, 05-14-24
LOCAL,TX,DALLAS,GARLAND,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,DALLAS,GRAND PRAIRIE,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,DALLAS,IRVING,$3.15,$3.15,securus, 05-14-24
LOCAL,TX,HARRIS,PASADENA,$3.15,$3.15,viapath, 05-14-24
LOCAL,TX,TARRANT,ARLINGTON,$3.15,$3.15,viapath, 05-14-24
LOCAL,UT,SALT LAKE,SALT LAKE,$1.50,$1.50,viapath, 05-14-24
LOCAL,VA,,MARTINSVILLE,$3.15,$3.15,paytel, 05-14-24
LOCAL,VA,,RICHMOND,$1.35,$1.35,viapath, 05-14-24
LOCAL,VA,,ROANOKE,$1.95,$1.95,viapath, 05-14-24
LOCAL,VA,,SALEM,$2.25,$2.25,viapath, 05-14-24
LOCAL,VA,ALEXANDRIA,ALEXANDRIA,$2.10,$2.10,securus, 05-14-24
LOCAL,VA,BRISTOL,BRISTOL,$3.15,$3.15,securus, 05-14-24
LOCAL,VA,CHESAPEAKE (CITY),CHESAPEAKE,$3.15,$3.15,securus, 05-14-24
LOCAL,VA,DANVILLE,DANVILLE,$3.15,$3.15,ics, 05-14-24
LOCAL,VA,HAMPTON,HAMPTON,$1.95,$1.95,viapath, 05-14-24
LOCAL,VA,NEWPORT NEWS,NEWPORT NEWS,$3.00,$3.00,securus, 05-14-24
LOCAL,VA,NORFOLK,NORFOLK,$2.33,$2.33,viapath, 05-14-24
LOCAL,VA,VIRGINIA BEACH,VIRGINIA BEACH,$1.65,$1.65,viapath, 05-14-24
LOCAL,WA,,ABERDEEN,$3.15,$3.15,securus, 05-14-24
LOCAL,WA,,ISSAQUAH,$3.15,$3.15,viapath, 05-14-24
LOCAL,WA,KING,KENT,$3.15,$3.15,securus, 05-14-24
LOCAL,WA,SNOHOMISH,LYNNWOOD,$3.00,$3.00,securus, 05-14-24
LOCAL,WA,SNOHOMISH,MARYSVILLE,$3.15,$3.15,securus, 05-14-24
